"","id","id.1","headline","google","deepl","gold","dutch_lemmas","google_lemmas","deepl_lemmas","nrc_postive_nl","nrc_negative_nl","nrc_fear_nl","nrc_trust_nl","nrc_postive_google","nrc_negative_google","nrc_fear_google","nrc_trust_google","nrc_postive_deepl","nrc_negative_deepl","nrc_fear_deepl","nrc_trust_deepl","db_hope_nl","db_fear_nl","db_hope_google","db_fear_google","db_hope_deepl","db_fear_deepl","LMD_negative_google","LMD_positive_google","LMD_uncertainty_google","LMD_littigious_google","LMD_constraining_google","LMD_superfluous_google","LMD_interesting_google","LMD_modelwordsstrong_google","LMD_negativedeepl_","LMD_positive_deepl","LMD_uncertainty_deepl","LMD_littigious_deepl","LMD_constraining_deepl","LMD_superfluous_deepl","LMD_interesting_deepl","LMD_modelwordsstrong_deepl","AFINN_negative_google","AFINN_positive_google","AFINN_negative_deepl","AFINN_positive_deepl","HuLiu_negative_google","HuLiu_positive_google","HuLiu_negative_deepl","HuLiu_positive_deepl","LSD_negative_google","LSD_positive_google","LSD_negative_deepl","LSD_positive_deepl","geninq_positive_google","geninq_negative_google","geninq_deepl_positive","geninq_deepl_negative","rid_positiveaffect_google","rid_anxiety_google","rid_sadness_google","rid_glory_google","rid_positiveaffect_deepl","rid_anxiety_deepl","rid_sadness_deepl","rid_glory_deepl"
"110",110,150286851,"`Noors model vertoont barstjes; Terwijl Nederland de aardgasbaten verjubelde, stopten de Noren de inkomsten uit olie in een speciaal fonds. Moeten `wij dat voorbeeld alsnog volgen?","`Norwegian model shows cracks; While the Netherlands cheered the natural gas revenues, the Norwegians put the income from oil into a special fund. Should `we still follow that example?","The Norwegian model shows cracks; while the Netherlands rejoiced in the natural gas revenues, the Norwegians put the income from oil into a special fund. Should we follow that example?",0,"`Noors model vertonen barst ; terwijl Nederland de aardgasbaat verjublen , stoppen de Noren de inkomsten uit olie in een speciaal fond . moeten `wij dat voorbeeld alsnog volgen ?","` norwegian model show crack ; while the Netherlands cheer the natural gas revenue , the Norwegians put the income from oil into a special fund . should ` we still follow that example ?","the norwegian model show crack ; while the Netherlands rejoice in the natural gas revenue , the Norwegians put the income from oil into a special fund . should we follow that example ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1,0,2,0,2,3,1,3,1,1,0,0,0,1,0,0,0
"111",111,150290165,"Rabo moet Bruggink terugfluiten","Rabo has to whistle Bruggink back","Rabo must whistle Bruggink back",-1,"Rabo moeten Bruggink terugfluiten","Rabo have to whistle Bruggink back","Rabo must whistle Bruggink back",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"112",112,150290224,"Loon investeren in je baan; Dit kan enorm veel positieve energie geven","Investing wages in your job; This can give a lot of positive energynvesting wages in your job; This can gvesting wa","Investing wages in your job; This can give you a lot of positive energy.",1,"Loon investeren in je baan ; dit kunnen enorm veel positief energie geven","Invest wage in you job ; this can give a lot of positive energynvesting wage in you job ; this can gvest wa","Invest wage in you job ; this can give you a lot of positive energy .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
"113",113,150292226,"D66 houdt dit kabinet in het zadel","D66 keeps this cabinet in the saddle","D66 keeps this cabinet in the saddle.",NA,"D66 houden dit kabinet in het zadel","D66 keep this cabinet in the saddle","D66 keep this cabinet in the saddle .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",114,150292328,"Europa krijgt zijn prestigieuze investeringsfonds","Europe gets its prestigious investment fund","Europe gets its prestigious investment fund",1,"Europa krijgen zijn prestigieus investeringsfond","Europe get its prestigiious investment fund","Europe get its prestigiious investment fund",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
"115",115,150761781,"Obligatie van ver populair; Beleggers te negatief over opkomend schuldpapier","Bond by far popular; Investors too negative about emerging debt paper","Bond from far popular; Investors too negative about emerging debt.",-1,"Obligatie van ver populair ; Belegger te negateffen over opkomen schuldpapier","bond by far popular ; investor too negative about emerge debt paper","bond from far popular ; investor too negative about emerge debt .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,1,1,2,1,2,3,0,3,0,1,2,1,2,0,0,0,0,0,0,0,0
"116",116,10273,"Dijsselbloem wil met Griekenland naar oplossing zoeken","Dijsselbloem wants to find a solution with Greece","Dijsselbloem wants to find a solution with Greece",0,"Dijsselbloem willen met Griekenland naar oplossing zoeken","Dijsselbloem want to find a solution with Greece","Dijsselbloem want to find a solution with Greece",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"117",117,10881,"Dijsselbloem: niet extra bezuinigen","Dijsselbloem: no extra cuts","Dijsselbloem: dont cut back extra",0,"Dijsselbloem : niet extra bezuinigen","Dijsselbloem : no extra cut","Dijsselbloem : do not cut back extra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"118",118,13997,"Rechter draait loonsverlaging thuiszorgbedrijf terug","Judge reverses wage reduction home care company","Judge reverses pay cut home care company",1,"rechter draait loonsverlaging thuiszorgbedrijf terug","judge reverse wage reduction home care company","judge reverse pay cut home care company",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,3,0,4,1,0,0,0,0,0,0,0,0
"119",119,16609,"Wankel herstel van wereldeconomie, zegt het IMF","A shaky recovery in the global economy, says the IMF","Wavering global economic recovery, says the IMF",0,"Wankel herstel van wereldeconomie , zeggen het IMF","a shaky recovery in the global economy , say the IMF","Waver global economic recovery , say the IMF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"120",120,18167,"Grieken op hun 57ste met pensioen, en wij maar werken. Of nie","Greeks retired at age 57, and we just work. Or not","Greeks retired when they were 57, and we work. Or not",0,"Grieken op hun 57 met pensioen , en wij maar werken . Of nie","Greek retire at age 57 , and we just work . or not","Greeks retireed when they be 57 , and we work . or not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"121",121,18267,"LIVE:  Laatste bod  alweer afgewezen - Grieken overwegen jur","LIVE:  Last bid  rejected again - Greeks consider jur","LIVE: Last bid again rejected - Greeks consider jury",-1,"live : laat bod alweer afgewezen - Grieken overwegen jur","Live : last bid reject again - Greeks consider jur","Live : last bid again reject - Greeks consider jury",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0
"122",122,18463,"Nieuwe maatregelen in China na vrije val beurs","New measures in China after free fall stock market","New measures in China after free fall stock market",-1,"nieuw maatregel in China na vrij val beurs","new measure in China after free fall stock market","new measure in China after free fall stock market",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"123",123,20671,"Thuiszorg in zwart circuit","Home care in black circuit","Home care in black circuit",0,"Thuiszorg in zwart circuit","home care in black circuit","home care in black circuit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
"124",124,26049,"Centrale Banken blijven steunen","Continue to support Central Banks","Continuing to support central banks.",1,"Centrale Bank blijven steunen","continue to support Central banks","continue to support central bank .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"125",125,28489,"Kabinet moet banendestructie aanpakken","Cabinet must tackle job destruction","Cabinet needs to tackle job destruction",-1,"kabinet moeten banendestructie aanpakken","cabinet must tackle job destruction","cabinet need to tackle job destruction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0
"126",126,28877,"Bank of Japan handhaaft omvang steunbeleid","Bank of Japan maintains size of support policy","Bank of Japan maintains size of support policy",0,"Bank of Japan handhaaft omvang steunbeleid","Bank of Japan maintain size of support policy","Bank of Japan maintain size of support policy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"127",127,33171,"Luxemburg waarschuwt voor tweespalt Grexit","Luxembourg warns of a split Grexit","Luxembourg warns against double play Grexit",-1,"Luxemburg waarschuwen voor tweespalt Grexit","Luxembourg warn of a split Grexit","Luxembourg warn against double play Grexit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0
"128",128,35149,"Olieprijs vindt weg omhoog","Oil price finds way up","Oil price finds its way up",0,"Olieprijs vinden weg omhoog","oil price find way up","oil price find its way up",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",129,42713,"Live - Varoufakis: Juncker las eigen plan niet, of lijdt aan ge","Live - Varoufakis: Juncker did not read his own plan, or suffers from ge","Live - Varoufakis: Juncker doesnt read his own plan, or suffers from a",NA,"live - Varoufakis : Juncker las eigen plan niet , of lijden aan ge","Live - Varoufakis : Juncker do not read he own plan , or suffer from ge","Live - Varoufakis : Juncker do not read he own plan , or suffer from a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0
"130",130,43269,"Mogelijk 200 miljoen naheffing Brussel wegens hoger nationaal in","Possibly 200 million additional tax in Brussels due to higher national","Possible 200 million withholding tax in Brussels due to higher national tax rates.",NA,"mogelijk 200 miljoen naheffing Brussel wegens hoog nationaal in","possibly 200 million additional tax in Brussels due to higher national","possible 200 million withholde tax in Brussels due to higher national tax rate .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0
"131",131,148571931,"[Luchtvaart PARIJS. Luchtvaartmaatschappij Air Fran...]*","[Aviation PARIS. Airline Air France ...] *","[Airline PARIS. Airline Air Fran...]*",NA,"[ luchtvaart Parijs . Luchtvaartmaatschappij Air Fran ... ] *","[ Aviation Paris . airline Air France ... ] *","[ airline Paris . airline air Fran ... ] *",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",132,150277973,"De pseudo-heffing die Feyenoord pijn doet ; Column","The pseudo-levy that hurts Feyenoord; Column","The pseudo levy that hurts Feyenoord; Column",-1,"de pseudo-heffing die Feyenoord pijn doen ; Column","the pseudo - levy that hurt Feyenoord ; column","the pseudo levy that hurt Feyenoord ; column",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"133",133,150280548,"Economie is gebaat bij rust; Brief van de Dag","Economy benefits from rest; Letter of the Day","Economy benefits from rest; Letter of the Day",0,"economie zijn baten bij rust ; brief van de dag","economy benefit from rest ; letter of the day","economy benefit from rest ; letter of the day",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"134",134,150280743,"Huizenprijzen blijven stijgen","House prices keep rising","House prices continue to rise",0,"Huizenprijs blijven stijgen","House price keep rise","House price continue to rise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",135,150280865,"Steunaankoop (I)","Support purchase (I)","Support purchase (I)",0,"Steunaankoop ( I )","support purchase ( I )","support purchase ( I )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"136",136,150281185,"Beleggersagenda","Investor agenda","Investor Diary",NA,"Beleggersagenda","investor agenday","investor Diary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",137,150281436,"Weer uitstel openheid naheffing","Again delay openness additional tax","Again, postponement of the opening of the tax system",0,"weer uitstel openheid naheffing","again delay openness additional tax","again , postponement of the opening of the tax system",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"138",138,150281689,"Mkb krijgt meer","SMEs get more","SMEs get more",1,"Mkb krijgen veel","SMEs get more","SMEs get more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"139",139,150281780,"Inflatiedoel in zicht; Geldontwaarding volgens ECB naar 1,8% in 2017","Inflation target in sight; Money depreciation according to ECB to 1.8% in 2017","Inflation target in sight; ECB monetary devaluation to 1.8% in 2017",1,"Inflatiedoel in zicht ; Geldontwaarding volgens ECB naar 1,8% in 2017","inflation target in sight ; money depreciation accord to ECB to 1.8 % in 2017","inflation target in sight ; Ecb monetary devaluation to 1.8 % in 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0
"140",140,150282064,"Wat brengt TNT?","What does TNT bring?","What does TNT bring?",0,"wat brengen TNT ?","what do Tnt bring ?","what do Tnt bring ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",141,150282473,"Mes in eigen vlees voor meer zitplekken in trein","Knife in its own meat for more seats on the train","Knife in own meat for more seats in the train",0,"Mes in eigen vlee voor veel zitplek in trein","knife in its own meat for more seat on the train","knife in own meat for more seat in the train",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"142",142,150284361,"Maar we zijn hier in Emmen wel heel gelukkig","But we are very happy here in Emmen","But were very happy here in Emmen",0,"maar we zijn hier in Emmen wel heel gelukkig","but we be very happy here in Emmen","but be very happy here in Emmen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,2,0,2,0,1,0,0,0,1,0,0,0
"143",143,150285134,"We hebben dus de pest aan ouderen","So we hate the elderly","So we hate the elderly.",0,"we hebben dus de pest aan oud","so we hate the elderly","so we hate the elderly .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"144",144,150285160,"Werkgevers torpederen caos","Employers destroy collective labor agreements","Employers torpedo collective agreements",-1,"Werkgever torpederen caos","Employer destroy collective labor agreement","Employer torpedue collective agreement",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"145",145,150285233,"Net sluit zich rond Speed Events","Net joins Speed Events","Just closing in on Speed Events",0,"net sluiten zich rond Speed Events","net join speed Events","just close in on speed Events",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"146",146,150285236,"Grittenborgh als AZC","Grittenborgh as AZC","Grittenborgh as AZC",NA,"Grittenborgh als AZC","Grittenborgh as AZC","Grittenborgh as AZC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",147,150285322,"Coevorder voetbalclubs voorzien ondergang","Coevorder football clubs provide for ruin","Coevorder football clubs foresee ruin",-1,"Coevorde voetbalclub voorzien ondergang","Coevorder football club provide for ruin","Coevorder football club foresee ruin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0
"148",148,150285464,"De extra bezuinigingen in 2013 waren niet nodig, maar ook niet schadelijk","The extra cuts in 2013 were not necessary, but also not harmful","The additional cuts in 2013 were not necessary, but not harmful either.",0,"de extra bezuiniging in 2013 zijn niet nodig , maar ook niet schadelijk","the extra cut in 2013 be not necessary , but also not harmful","the additional cut in 2013 be not necessary , but not harmful either .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0
"149",149,150285689,"IMF pleit voor wederopleving securitisaties voor mkbåÊ; Pogingen om deze markt nieuw leven in te blazen zijn onvoldoende","IMF calls for revival securitisations for SMEs; Attempts to breathe new life into this market are insufficient","IMF calls for revival of securitisations for SMEs; Attempts to revive this market are insufficient",-1,"IMF pleiten voor wederopleving securitisatie voor mkbåÊ ; poging om deze markt nieuw leven in te blazen zijn onvoldoende","Imf call for revival securitisation for SMEs ; attempts to breathe new life into this market be insufficient","Imf call for revival of securitisation for SMEs ; attempts to revive this market be insufficient",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,2,2,1,3,1,0,0,0,0,0,0,0,0
"150",150,150286068,"ECB kan schuld kopen van BNG, Waterschapsbank en FMO","ECB can buy debt from BNG, Waterschapsbank and FMO","ECB can buy debt from BNG, Waterschapsbank and FMO",0,"ECB kunnen schuld kopen van BNG , Waterschapsbank en FMO","ECB can buy debt from BNG , Waterschapsbank and FMO","ECB can buy debt from BNG , Waterschapsbank and FMO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"151",151,150286742,"Duits cao-akkoord is kans voor Europa","German collective agreement is an opportunity for Europe","German collective agreement is an opportunity for Europe",1,"Duits cao-akkoord zijn kans voor Europa","german collective agreement be a opportunity for Europe","german collective agreement be a opportunity for Europe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
"152",152,150286797,"Afnemende groei hypotheken","Declining growth in mortgages","Decreasing growth in mortgages",-1,"Afnemend groei hypothek","Declin growth in mortgage","Decreas growth in mortgage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",153,150286853,"Olieprijs Malaise","Malaise oil price","Oil price Malaise",-1,"Olieprijs malaise","Malaise oil price","oil price Malaise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",154,150287028,"V&D stelt eventuele uitvoering loonsverlaging uit tot maart","V&D postpones any implementation of the salary reduction until March","V&D postpones any implementation of wage reduction until March",0,"V&D stellen eventueel uitvoering loonsverlaging uit tot maart","V&d postpone any implementation of the salary reduction until March","V&d postpone any implementation of wage reduction until March",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",155,150287132,"Griekenland is heel goed in staat om last van hoge overheidsschuld te dragen; Het is oneerlijk om te beweren dat de trojka Griekenland tot excessieve bezuinigingen heeft gedwongen","Greece is very capable of bearing high government debt; It is unfair to claim that the Troika has forced Greece into excessive spending cuts","Greece is perfectly capable of bearing the burden of high public debt; It is unfair to claim that the troika has forced Greece into excessive austerity measures",1,"Griekenland zijn heel goed in staan om last van hoog overheidsschuld te dragen ; het zijn oneerlijk om te beweren dat de trojka Griekenland tot excessief bezuiniging hebben dwingen","Greece be very capable of bear high government debt ; it be unfair to claim that the Troika have force Greece into excessive spending cut","Greece be perfectly capable of bear the burden of high public debt ; it be unfair to claim that the troika have force Greece into excessive austerity measure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,3,1,3,2,1,2,2,3,3,1,5,1,2,4,1,4,0,0,0,0,0,0,0,0
"156",156,150287330,"FINANCIÌÜLE AGENDA","FINANCIAL AGENDA","FINANCIAL AGENDA",NA,"FINANCIÌÜLE AGENDA","Financial agenday","Financial agenday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",157,150287744,"Redactie Telegraaf verzet zich tegen bezuinigingen","Editors Telegraaf opposes spending cuts","Editors Telegraaf resists cutbacks",-1,"Redactie Telegraaf verzetten zich tegen bezuiniging","Editors Telegraaf oppose spend cut","Editors Telegraaf resist cutback",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"158",158,150287941,"5 - ontslagrecht","5 - dismissal law","5 - dismissal law",NA,"5 - ontslagrecht","5 - dismissal law","5 - dismissal law",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"159",159,150288147,"Specialiseren om te overleven","Specialize for survival","Specializing to survive",0,"specialiseren om te overleven","Specialize for survival","Specialize to survive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"160",160,150288212,"Hypotheekrente gaat omlaag","Mortgage interest rate goes down","Mortgage interest rates are going down.",0,"Hypotheekrent gaan omlaag","Mortgage interest rate go down","Mortgage interest rate be go down .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"161",161,150289787,"Lufthansa-piloten staken","Lufthansa pilots strike","Lufthansa pilots strike",-1,"lufthansa-piloten staak","Lufthansa pilot 's strike","Lufthansa pilot 's strike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"162",162,150289890,"Rijke Rotterdammer moet starter helpen","Rich Rotterdammer must help starter","Rich Rotterdammer must help starter.",0,"rijke Rotterdammer moeten starter helpen","Rich Rotterdammer must help starter","Rich Rotterdammer must help starter .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,1,0,1,0,0,2,0,2,2,1,2,1,0,0,0,1,0,0,0,1
"163",163,150290120,"Asscher in actie voor eerlijk werk","Asscher in action for fair work","Asscher in action for fair work",1,"Asscher in actie voor eerlijk werk","Asscher in action for fair work","Asscher in action for fair work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
